Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_CURA Healthcare Service/Menu""))",Chrome 117.0.0.0,,,2023-10-12 17:53:16,2023-10-12 17:53:16,0.341s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Logout""))",Chrome 117.0.0.0,,,2023-10-12 17:53:16,2023-10-12 17:53:17,1.119s,PASSED
delay(3),Chrome 117.0.0.0,,,2023-10-12 17:53:17,2023-10-12 17:53:20,3.015s,PASSED
Start listener action : sampleAfterTestCase,Chrome 117.0.0.0,,,2023-10-12 17:53:20,2023-10-12 17:53:20,0.001s,PASSED
,,,,,,,
Test Cases/Data Driven/TC30 - Data Driven_CURA,Chrome 117.0.0.0,,,2023-10-12 17:53:20,2023-10-12 17:53:38,17.491s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 117.0.0.0,,,2023-10-12 17:53:20,2023-10-12 17:53:25,4.871s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username""), UserName)",Chrome 117.0.0.0,,,2023-10-12 17:53:25,2023-10-12 17:53:26,0.818s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Password""), Password)",Chrome 117.0.0.0,,,2023-10-12 17:53:26,2023-10-12 17:53:27,0.736s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Login_Btn""))",Chrome 117.0.0.0,,,2023-10-12 17:53:27,2023-10-12 17:53:28,1.600s,PASSED
"selectOptionByValue(findTestObject(""Page_CURA Healthcare Service/select_Healthcare Center""), HealthCenter, false)",Chrome 117.0.0.0,,,2023-10-12 17:53:28,2023-10-12 17:53:29,0.921s,PASSED
"check(findTestObject(""Page_CURA Healthcare Service/Hospital readmission""))",Chrome 117.0.0.0,,,2023-10-12 17:53:29,2023-10-12 17:53:30,0.404s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/input_None_programs""))",Chrome 117.0.0.0,,,2023-10-12 17:53:30,2023-10-12 17:53:30,0.381s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Visit Date""), VisitDate)",Chrome 117.0.0.0,,,2023-10-12 17:53:30,2023-10-12 17:53:31,0.800s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Comment""), Comment)",Chrome 117.0.0.0,,,2023-10-12 17:53:31,2023-10-12 17:53:32,0.905s,PASSED
"submit(findTestObject(""Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 117.0.0.0,,,2023-10-12 17:53:32,2023-10-12 17:53:32,0.646s,PASSED
"takeScreenshot(""C:\desktop\booking_confirm.jpg"")",Chrome 117.0.0.0,,,2023-10-12 17:53:32,2023-10-12 17:53:33,0.738s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Menu""))",Chrome 117.0.0.0,,,2023-10-12 17:53:33,2023-10-12 17:53:34,0.466s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Logout""))",Chrome 117.0.0.0,,,2023-10-12 17:53:34,2023-10-12 17:53:35,1.179s,PASSED
delay(3),Chrome 117.0.0.0,,,2023-10-12 17:53:35,2023-10-12 17:53:38,3.006s,PASSED
Start listener action : sampleAfterTestCase,Chrome 117.0.0.0,,,2023-10-12 17:53:38,2023-10-12 17:53:38,0.000s,PASSED
