Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_CURA Healthcare Service/Login_Btn""))",Chrome 117.0.0.0,,,2023-10-11 18:21:17,2023-10-11 18:21:18,1.028s,PASSED
"selectOptionByValue(findTestObject(""Page_CURA Healthcare Service/select_Healthcare Center""), HealthCenter, false)",Chrome 117.0.0.0,,,2023-10-11 18:21:18,2023-10-11 18:21:19,0.805s,PASSED
"check(findTestObject(""Page_CURA Healthcare Service/Hospital readmission""))",Chrome 117.0.0.0,,,2023-10-11 18:21:19,2023-10-11 18:21:19,0.365s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/input_None_programs""))",Chrome 117.0.0.0,,,2023-10-11 18:21:19,2023-10-11 18:21:20,0.376s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Visit Date""), VisitDate)",Chrome 117.0.0.0,,,2023-10-11 18:21:20,2023-10-11 18:21:20,0.756s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Comment""), Comment)",Chrome 117.0.0.0,,,2023-10-11 18:21:20,2023-10-11 18:21:21,0.828s,PASSED
"submit(findTestObject(""Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 117.0.0.0,,,2023-10-11 18:21:21,2023-10-11 18:21:22,0.803s,PASSED
"takeScreenshot(""C:\desktop\booking_confirm.jpg"")",Chrome 117.0.0.0,,,2023-10-11 18:21:22,2023-10-11 18:21:23,0.522s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Menu""))",Chrome 117.0.0.0,,,2023-10-11 18:21:23,2023-10-11 18:21:23,0.343s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Logout""))",Chrome 117.0.0.0,,,2023-10-11 18:21:23,2023-10-11 18:21:24,0.999s,PASSED
,,,,,,,
Test Cases/Data Driven/TC30 - Data Driven_CURA,Chrome 117.0.0.0,,,2023-10-11 18:21:24,2023-10-11 18:21:37,13.135s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 117.0.0.0,,,2023-10-11 18:21:24,2023-10-11 18:21:29,4.848s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username""), UserName)",Chrome 117.0.0.0,,,2023-10-11 18:21:29,2023-10-11 18:21:30,0.726s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Password""), Password)",Chrome 117.0.0.0,,,2023-10-11 18:21:30,2023-10-11 18:21:30,0.707s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Login_Btn""))",Chrome 117.0.0.0,,,2023-10-11 18:21:30,2023-10-11 18:21:31,0.989s,PASSED
"selectOptionByValue(findTestObject(""Page_CURA Healthcare Service/select_Healthcare Center""), HealthCenter, false)",Chrome 117.0.0.0,,,2023-10-11 18:21:31,2023-10-11 18:21:32,0.828s,PASSED
"check(findTestObject(""Page_CURA Healthcare Service/Hospital readmission""))",Chrome 117.0.0.0,,,2023-10-11 18:21:32,2023-10-11 18:21:32,0.382s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/input_None_programs""))",Chrome 117.0.0.0,,,2023-10-11 18:21:32,2023-10-11 18:21:33,0.370s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Visit Date""), VisitDate)",Chrome 117.0.0.0,,,2023-10-11 18:21:33,2023-10-11 18:21:34,0.759s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Comment""), Comment)",Chrome 117.0.0.0,,,2023-10-11 18:21:34,2023-10-11 18:21:34,0.834s,PASSED
"submit(findTestObject(""Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 117.0.0.0,,,2023-10-11 18:21:34,2023-10-11 18:21:35,0.720s,PASSED
"takeScreenshot(""C:\desktop\booking_confirm.jpg"")",Chrome 117.0.0.0,,,2023-10-11 18:21:35,2023-10-11 18:21:36,0.552s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Menu""))",Chrome 117.0.0.0,,,2023-10-11 18:21:36,2023-10-11 18:21:36,0.378s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Logout""))",Chrome 117.0.0.0,,,2023-10-11 18:21:36,2023-10-11 18:21:37,1.009s,PASSED
