Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"submit(findTestObject(""Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 117.0.0.0,,,2023-10-12 18:54:24,2023-10-12 18:54:25,0.643s,PASSED
"takeScreenshot(""C:\desktop\booking_confirm.jpg"")",Chrome 117.0.0.0,,,2023-10-12 18:54:25,2023-10-12 18:54:25,0.541s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Menu""))",Chrome 117.0.0.0,,,2023-10-12 18:54:25,2023-10-12 18:54:26,0.345s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Logout""))",Chrome 117.0.0.0,,,2023-10-12 18:54:26,2023-10-12 18:54:27,1.083s,PASSED
delay(3),Chrome 117.0.0.0,,,2023-10-12 18:54:27,2023-10-12 18:54:30,3.011s,PASSED
Start listener action : sampleAfterTestCase,Chrome 117.0.0.0,,,2023-10-12 18:54:30,2023-10-12 18:54:30,0.001s,PASSED
,,,,,,,
Test Cases/Data Driven/TC30 - Data Driven_CURA,Chrome 117.0.0.0,,,2023-10-12 18:54:30,2023-10-12 18:54:46,16.503s,PASSED
"openBrowser(""https://katalon-demo-cura.herokuapp.com/profile.php#login"")",Chrome 117.0.0.0,,,2023-10-12 18:54:30,2023-10-12 18:54:35,5.266s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Username""), UserName)",Chrome 117.0.0.0,,,2023-10-12 18:54:35,2023-10-12 18:54:36,0.716s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Password""), Password)",Chrome 117.0.0.0,,,2023-10-12 18:54:36,2023-10-12 18:54:36,0.685s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Login_Btn""))",Chrome 117.0.0.0,,,2023-10-12 18:54:36,2023-10-12 18:54:37,0.931s,PASSED
"selectOptionByValue(findTestObject(""Page_CURA Healthcare Service/select_Healthcare Center""), HealthCenter, false)",Chrome 117.0.0.0,,,2023-10-12 18:54:37,2023-10-12 18:54:38,0.781s,PASSED
"check(findTestObject(""Page_CURA Healthcare Service/Hospital readmission""))",Chrome 117.0.0.0,,,2023-10-12 18:54:38,2023-10-12 18:54:38,0.353s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/input_None_programs""))",Chrome 117.0.0.0,,,2023-10-12 18:54:38,2023-10-12 18:54:39,0.373s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/input_Visit Date""), VisitDate)",Chrome 117.0.0.0,,,2023-10-12 18:54:39,2023-10-12 18:54:40,0.782s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Comment""), Comment)",Chrome 117.0.0.0,,,2023-10-12 18:54:40,2023-10-12 18:54:40,0.923s,PASSED
"submit(findTestObject(""Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 117.0.0.0,,,2023-10-12 18:54:40,2023-10-12 18:54:41,0.644s,PASSED
"takeScreenshot(""C:\desktop\booking_confirm.jpg"")",Chrome 117.0.0.0,,,2023-10-12 18:54:41,2023-10-12 18:54:42,0.538s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Menu""))",Chrome 117.0.0.0,,,2023-10-12 18:54:42,2023-10-12 18:54:42,0.367s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Logout""))",Chrome 117.0.0.0,,,2023-10-12 18:54:42,2023-10-12 18:54:43,1.115s,PASSED
delay(3),Chrome 117.0.0.0,,,2023-10-12 18:54:43,2023-10-12 18:54:46,3.014s,PASSED
Start listener action : sampleAfterTestCase,Chrome 117.0.0.0,,,2023-10-12 18:54:46,2023-10-12 18:54:46,0.000s,PASSED
